ExerciseID,Instruction_EN,Instruction_FR,Level,LearningLang,KnownLang,passage_title_en,passage_title_fr,passage_en,passage_fr,question_en,question_fr,options_en,options_fr,correctIndex,timeLimitSeconds,difficulty,exercise_tag
RCN003_Q1,Reading Comprehension,Compréhension de lecture,B1,fr,en,Online booking / Online reservation,Réservation en ligne,"Reserving a book online may seem discreet, but it changes the way people use a library a great deal. When a title is already borrowed, the reader no longer needs to come back several times to check whether the copy is finally available. The system gives the reader a place in the wait and replaces uncertainty with more stable information. This visibility matters more than people imagine, especially when the book is needed for homework or a specific assignment. The service does not make the document return faster, but it avoids unnecessary trips and disappointing visits. On the other hand, if the reader forgets to confirm or to come on time, the process becomes more complicated for the other people registered after them. That is why the displayed deadlines deserve careful reading. A well-managed reservation does not make the library perfect, yet it makes it more predictable and more pleasant to use.","La réservation en ligne d’un livre paraît discrète, mais elle change beaucoup la manière d’utiliser une bibliothèque. Lorsqu’un titre est déjà emprunté, le lecteur n’a plus besoin de revenir plusieurs fois pour vérifier si l’exemplaire est enfin disponible. Le système lui donne une place dans l’attente et remplace l’incertitude par une information plus stable. Cette visibilité compte davantage qu’on ne l’imagine, surtout quand le livre est nécessaire pour un devoir ou un travail précis. Le service n’accélère pas le retour du document, mais il évite des déplacements inutiles et des visites décevantes. En revanche, si le lecteur oublie de confirmer ou de venir à temps, le processus se complique pour les autres personnes inscrites après lui. C’est pourquoi les délais affichés méritent d’être lus avec attention. Une réservation bien suivie ne rend pas la bibliothèque parfaite, pourtant elle la rend plus prévisible et plus agréable à utiliser.",Why is online reservation useful?,Pourquoi la réservation en ligne est-elle utile ?,"[""It replaces libraries."", ""It allows immediate reading of the book."", ""It removes borrowing rules."", ""It avoids repeated visits to the library.""]","[""Elle remplace les bibliothèques."", ""Elle permet de lire immédiatement le livre."", ""Elle supprime les règles de prêt."", ""Elle évite de revenir plusieurs fois à la bibliothèque.""]",3,600,Easy,Animals Toys House
RCN003_Q2,Reading Comprehension,Compréhension de lecture,B1,fr,en,Online booking / Online reservation,Réservation en ligne,"Reserving a book online may seem discreet, but it changes the way people use a library a great deal. When a title is already borrowed, the reader no longer needs to come back several times to check whether the copy is finally available. The system gives the reader a place in the wait and replaces uncertainty with more stable information. This visibility matters more than people imagine, especially when the book is needed for homework or a specific assignment. The service does not make the document return faster, but it avoids unnecessary trips and disappointing visits. On the other hand, if the reader forgets to confirm or to come on time, the process becomes more complicated for the other people registered after them. That is why the displayed deadlines deserve careful reading. A well-managed reservation does not make the library perfect, yet it makes it more predictable and more pleasant to use.","La réservation en ligne d’un livre paraît discrète, mais elle change beaucoup la manière d’utiliser une bibliothèque. Lorsqu’un titre est déjà emprunté, le lecteur n’a plus besoin de revenir plusieurs fois pour vérifier si l’exemplaire est enfin disponible. Le système lui donne une place dans l’attente et remplace l’incertitude par une information plus stable. Cette visibilité compte davantage qu’on ne l’imagine, surtout quand le livre est nécessaire pour un devoir ou un travail précis. Le service n’accélère pas le retour du document, mais il évite des déplacements inutiles et des visites décevantes. En revanche, si le lecteur oublie de confirmer ou de venir à temps, le processus se complique pour les autres personnes inscrites après lui. C’est pourquoi les délais affichés méritent d’être lus avec attention. Une réservation bien suivie ne rend pas la bibliothèque parfaite, pourtant elle la rend plus prévisible et plus agréable à utiliser.",What happens if the book is already borrowed?,Que se passe-t-il si le livre est déjà emprunté ?,"[""The reader can wait with a reservation."", ""The system blocks access."", ""The book becomes permanently unavailable."", ""The reader must buy the book.""]","[""Le lecteur peut attendre avec une réservation."", ""Le système bloque l’accès."", ""Le livre devient indisponible définitivement."", ""Le lecteur doit acheter le livre.""]",0,600,Easy,Animals Toys House
RCN003_Q3,Reading Comprehension,Compréhension de lecture,B1,fr,en,Online booking / Online reservation,Réservation en ligne,"Reserving a book online may seem discreet, but it changes the way people use a library a great deal. When a title is already borrowed, the reader no longer needs to come back several times to check whether the copy is finally available. The system gives the reader a place in the wait and replaces uncertainty with more stable information. This visibility matters more than people imagine, especially when the book is needed for homework or a specific assignment. The service does not make the document return faster, but it avoids unnecessary trips and disappointing visits. On the other hand, if the reader forgets to confirm or to come on time, the process becomes more complicated for the other people registered after them. That is why the displayed deadlines deserve careful reading. A well-managed reservation does not make the library perfect, yet it makes it more predictable and more pleasant to use.","La réservation en ligne d’un livre paraît discrète, mais elle change beaucoup la manière d’utiliser une bibliothèque. Lorsqu’un titre est déjà emprunté, le lecteur n’a plus besoin de revenir plusieurs fois pour vérifier si l’exemplaire est enfin disponible. Le système lui donne une place dans l’attente et remplace l’incertitude par une information plus stable. Cette visibilité compte davantage qu’on ne l’imagine, surtout quand le livre est nécessaire pour un devoir ou un travail précis. Le service n’accélère pas le retour du document, mais il évite des déplacements inutiles et des visites décevantes. En revanche, si le lecteur oublie de confirmer ou de venir à temps, le processus se complique pour les autres personnes inscrites après lui. C’est pourquoi les délais affichés méritent d’être lus avec attention. Une réservation bien suivie ne rend pas la bibliothèque parfaite, pourtant elle la rend plus prévisible et plus agréable à utiliser.",What is the main advantage?,Quel est l’avantage principal du système ?,"[""It reduces readers."", ""It changes the content."", ""It provides stable information about availability."", ""It speeds up book returns.""]","[""Il réduit le nombre de lecteurs."", ""Il change le contenu du livre."", ""Il donne une information plus stable sur la disponibilité."", ""Il accélère le retour des livres.""]",2,600,Easy,Animals Toys House
RCN003_Q4,Reading Comprehension,Compréhension de lecture,B1,fr,en,Online booking / Online reservation,Réservation en ligne,"Reserving a book online may seem discreet, but it changes the way people use a library a great deal. When a title is already borrowed, the reader no longer needs to come back several times to check whether the copy is finally available. The system gives the reader a place in the wait and replaces uncertainty with more stable information. This visibility matters more than people imagine, especially when the book is needed for homework or a specific assignment. The service does not make the document return faster, but it avoids unnecessary trips and disappointing visits. On the other hand, if the reader forgets to confirm or to come on time, the process becomes more complicated for the other people registered after them. That is why the displayed deadlines deserve careful reading. A well-managed reservation does not make the library perfect, yet it makes it more predictable and more pleasant to use.","La réservation en ligne d’un livre paraît discrète, mais elle change beaucoup la manière d’utiliser une bibliothèque. Lorsqu’un titre est déjà emprunté, le lecteur n’a plus besoin de revenir plusieurs fois pour vérifier si l’exemplaire est enfin disponible. Le système lui donne une place dans l’attente et remplace l’incertitude par une information plus stable. Cette visibilité compte davantage qu’on ne l’imagine, surtout quand le livre est nécessaire pour un devoir ou un travail précis. Le service n’accélère pas le retour du document, mais il évite des déplacements inutiles et des visites décevantes. En revanche, si le lecteur oublie de confirmer ou de venir à temps, le processus se complique pour les autres personnes inscrites après lui. C’est pourquoi les délais affichés méritent d’être lus avec attention. Une réservation bien suivie ne rend pas la bibliothèque parfaite, pourtant elle la rend plus prévisible et plus agréable à utiliser.",What problem can occur?,Quel problème peut apparaître ?,"[""The reader may forget to confirm or arrive on time."", ""The reservation becomes free."", ""The book disappears."", ""The delay becomes shorter.""]","[""Le lecteur peut oublier de confirmer ou venir à temps."", ""La réservation devient gratuite."", ""Le livre disparaît du système."", ""Le délai devient plus court.""]",0,600,Easy,Animals Toys House
RCN003_Q5,Reading Comprehension,Compréhension de lecture,B1,fr,en,Online booking / Online reservation,Réservation en ligne,"Reserving a book online may seem discreet, but it changes the way people use a library a great deal. When a title is already borrowed, the reader no longer needs to come back several times to check whether the copy is finally available. The system gives the reader a place in the wait and replaces uncertainty with more stable information. This visibility matters more than people imagine, especially when the book is needed for homework or a specific assignment. The service does not make the document return faster, but it avoids unnecessary trips and disappointing visits. On the other hand, if the reader forgets to confirm or to come on time, the process becomes more complicated for the other people registered after them. That is why the displayed deadlines deserve careful reading. A well-managed reservation does not make the library perfect, yet it makes it more predictable and more pleasant to use.","La réservation en ligne d’un livre paraît discrète, mais elle change beaucoup la manière d’utiliser une bibliothèque. Lorsqu’un titre est déjà emprunté, le lecteur n’a plus besoin de revenir plusieurs fois pour vérifier si l’exemplaire est enfin disponible. Le système lui donne une place dans l’attente et remplace l’incertitude par une information plus stable. Cette visibilité compte davantage qu’on ne l’imagine, surtout quand le livre est nécessaire pour un devoir ou un travail précis. Le service n’accélère pas le retour du document, mais il évite des déplacements inutiles et des visites décevantes. En revanche, si le lecteur oublie de confirmer ou de venir à temps, le processus se complique pour les autres personnes inscrites après lui. C’est pourquoi les délais affichés méritent d’être lus avec attention. Une réservation bien suivie ne rend pas la bibliothèque parfaite, pourtant elle la rend plus prévisible et plus agréable à utiliser.",Why should deadlines be checked?,Pourquoi faut-il lire les délais ?,"[""They help track the reservation properly."", ""They change the book automatically."", ""They replace reservations."", ""They remove waiting time.""]","[""Ils permettent de mieux suivre la réservation."", ""Ils changent automatiquement le livre."", ""Ils remplacent la réservation."", ""Ils suppriment l’attente.""]",0,600,Easy,Animals Toys House
RCN004_Q1,Reading Comprehension,Compréhension de lecture,B1,fr,en,Short meeting,Réunion courte,"A short meeting seems easy to organize, but it rarely works without preparation. When participants arrive with a common goal and a few details already clear, the exchange moves quickly and the final decision appears more easily. By contrast, a meeting announced as brief can drag on if everyone adds a secondary topic at the last moment. So it is not the length alone that makes it effective. This format is especially suitable for reviewing progress, confirming a priority, or unlocking a small difficulty. It is much less suitable for a complex problem that requires time, disagreement, and real explanation. Many teams forget this and think they are saving time simply by reducing the slot on the calendar. In reality, a badly built short meeting only gives an impression of speed. When it is well prepared, however, it avoids unnecessary exchanges and leaves more energy for the rest of the day.","Une réunion courte semble simple à organiser, mais elle réussit rarement sans préparation. Quand les participants arrivent avec un objectif commun et quelques informations déjà claires, l’échange avance vite et la décision finale apparaît plus facilement. À l’inverse, une réunion annoncée comme brève peut s’étirer si chacun ajoute un sujet secondaire au dernier moment. Ce n’est donc pas la durée seule qui la rend efficace. Ce format convient surtout pour faire le point, confirmer une priorité ou débloquer une petite difficulté. Il convient beaucoup moins à un problème complexe qui demande du temps, des désaccords et de vraies explications. Beaucoup d’équipes l’oublient et croient gagner du temps simplement en réduisant le créneau sur le calendrier. En réalité, une réunion courte mal construite donne seulement une impression de vitesse. Lorsqu’elle est bien préparée, elle évite pourtant des échanges inutiles et laisse plus d’énergie pour le reste de la journée.",Why does a short meeting seem easy?,Pourquoi une réunion courte semble-t-elle facile ?,"[""It appears simple but requires preparation."", ""It requires no effort."", ""It is always effective."", ""It requires no objective.""]","[""Elle paraît simple mais demande une préparation."", ""Elle ne demande aucun effort."", ""Elle est toujours efficace."", ""Elle ne nécessite aucun objectif.""]",0,600,Medium,Animals Toys House
RCN004_Q2,Reading Comprehension,Compréhension de lecture,B1,fr,en,Short meeting,Réunion courte,"A short meeting seems easy to organize, but it rarely works without preparation. When participants arrive with a common goal and a few details already clear, the exchange moves quickly and the final decision appears more easily. By contrast, a meeting announced as brief can drag on if everyone adds a secondary topic at the last moment. So it is not the length alone that makes it effective. This format is especially suitable for reviewing progress, confirming a priority, or unlocking a small difficulty. It is much less suitable for a complex problem that requires time, disagreement, and real explanation. Many teams forget this and think they are saving time simply by reducing the slot on the calendar. In reality, a badly built short meeting only gives an impression of speed. When it is well prepared, however, it avoids unnecessary exchanges and leaves more energy for the rest of the day.","Une réunion courte semble simple à organiser, mais elle réussit rarement sans préparation. Quand les participants arrivent avec un objectif commun et quelques informations déjà claires, l’échange avance vite et la décision finale apparaît plus facilement. À l’inverse, une réunion annoncée comme brève peut s’étirer si chacun ajoute un sujet secondaire au dernier moment. Ce n’est donc pas la durée seule qui la rend efficace. Ce format convient surtout pour faire le point, confirmer une priorité ou débloquer une petite difficulté. Il convient beaucoup moins à un problème complexe qui demande du temps, des désaccords et de vraies explications. Beaucoup d’équipes l’oublient et croient gagner du temps simplement en réduisant le créneau sur le calendrier. En réalité, une réunion courte mal construite donne seulement une impression de vitesse. Lorsqu’elle est bien préparée, elle évite pourtant des échanges inutiles et laisse plus d’énergie pour le reste de la journée.",When does a meeting work well?,Quand une réunion fonctionne-t-elle bien ?,"[""When everyone speaks freely."", ""When it lasts longer."", ""When participants have a clear goal."", ""When there is no topic.""]","[""Quand tout le monde parle librement."", ""Quand elle dure plus longtemps."", ""Quand les participants ont un objectif clair."", ""Quand il n’y a pas de sujet.""]",2,600,Medium,Animals Toys House
RCN004_Q3,Reading Comprehension,Compréhension de lecture,B1,fr,en,Short meeting,Réunion courte,"A short meeting seems easy to organize, but it rarely works without preparation. When participants arrive with a common goal and a few details already clear, the exchange moves quickly and the final decision appears more easily. By contrast, a meeting announced as brief can drag on if everyone adds a secondary topic at the last moment. So it is not the length alone that makes it effective. This format is especially suitable for reviewing progress, confirming a priority, or unlocking a small difficulty. It is much less suitable for a complex problem that requires time, disagreement, and real explanation. Many teams forget this and think they are saving time simply by reducing the slot on the calendar. In reality, a badly built short meeting only gives an impression of speed. When it is well prepared, however, it avoids unnecessary exchanges and leaves more energy for the rest of the day.","Une réunion courte semble simple à organiser, mais elle réussit rarement sans préparation. Quand les participants arrivent avec un objectif commun et quelques informations déjà claires, l’échange avance vite et la décision finale apparaît plus facilement. À l’inverse, une réunion annoncée comme brève peut s’étirer si chacun ajoute un sujet secondaire au dernier moment. Ce n’est donc pas la durée seule qui la rend efficace. Ce format convient surtout pour faire le point, confirmer une priorité ou débloquer une petite difficulté. Il convient beaucoup moins à un problème complexe qui demande du temps, des désaccords et de vraies explications. Beaucoup d’équipes l’oublient et croient gagner du temps simplement en réduisant le créneau sur le calendrier. En réalité, une réunion courte mal construite donne seulement une impression de vitesse. Lorsqu’elle est bien préparée, elle évite pourtant des échanges inutiles et laisse plus d’énergie pour le reste de la journée.",Why can a short meeting become long?,Pourquoi une réunion courte peut-elle s’étirer ?,"[""Secondary topics are added."", ""The topic is removed."", ""Time is automatically reduced."", ""Participants leave early.""]","[""Des sujets secondaires sont ajoutés."", ""Le sujet est supprimé."", ""Le temps est réduit automatiquement."", ""Les participants partent tôt.""]",0,600,Medium,Animals Toys House
RCN004_Q4,Reading Comprehension,Compréhension de lecture,B1,fr,en,Short meeting,Réunion courte,"A short meeting seems easy to organize, but it rarely works without preparation. When participants arrive with a common goal and a few details already clear, the exchange moves quickly and the final decision appears more easily. By contrast, a meeting announced as brief can drag on if everyone adds a secondary topic at the last moment. So it is not the length alone that makes it effective. This format is especially suitable for reviewing progress, confirming a priority, or unlocking a small difficulty. It is much less suitable for a complex problem that requires time, disagreement, and real explanation. Many teams forget this and think they are saving time simply by reducing the slot on the calendar. In reality, a badly built short meeting only gives an impression of speed. When it is well prepared, however, it avoids unnecessary exchanges and leaves more energy for the rest of the day.","Une réunion courte semble simple à organiser, mais elle réussit rarement sans préparation. Quand les participants arrivent avec un objectif commun et quelques informations déjà claires, l’échange avance vite et la décision finale apparaît plus facilement. À l’inverse, une réunion annoncée comme brève peut s’étirer si chacun ajoute un sujet secondaire au dernier moment. Ce n’est donc pas la durée seule qui la rend efficace. Ce format convient surtout pour faire le point, confirmer une priorité ou débloquer une petite difficulté. Il convient beaucoup moins à un problème complexe qui demande du temps, des désaccords et de vraies explications. Beaucoup d’équipes l’oublient et croient gagner du temps simplement en réduisant le créneau sur le calendrier. En réalité, une réunion courte mal construite donne seulement une impression de vitesse. Lorsqu’elle est bien préparée, elle évite pourtant des échanges inutiles et laisse plus d’énergie pour le reste de la journée.",What is a short meeting mainly for?,À quoi sert surtout une réunion courte ?,"[""Avoiding discussion."", ""Replacing all discussions."", ""Handling complex problems."", ""Reviewing or solving a small issue.""]","[""Éviter toute discussion."", ""Remplacer tous les échanges."", ""Traiter des problèmes complexes."", ""Faire le point ou résoudre un petit problème.""]",3,600,Medium,Animals Toys House
RCN004_Q5,Reading Comprehension,Compréhension de lecture,B1,fr,en,Short meeting,Réunion courte,"A short meeting seems easy to organize, but it rarely works without preparation. When participants arrive with a common goal and a few details already clear, the exchange moves quickly and the final decision appears more easily. By contrast, a meeting announced as brief can drag on if everyone adds a secondary topic at the last moment. So it is not the length alone that makes it effective. This format is especially suitable for reviewing progress, confirming a priority, or unlocking a small difficulty. It is much less suitable for a complex problem that requires time, disagreement, and real explanation. Many teams forget this and think they are saving time simply by reducing the slot on the calendar. In reality, a badly built short meeting only gives an impression of speed. When it is well prepared, however, it avoids unnecessary exchanges and leaves more energy for the rest of the day.","Une réunion courte semble simple à organiser, mais elle réussit rarement sans préparation. Quand les participants arrivent avec un objectif commun et quelques informations déjà claires, l’échange avance vite et la décision finale apparaît plus facilement. À l’inverse, une réunion annoncée comme brève peut s’étirer si chacun ajoute un sujet secondaire au dernier moment. Ce n’est donc pas la durée seule qui la rend efficace. Ce format convient surtout pour faire le point, confirmer une priorité ou débloquer une petite difficulté. Il convient beaucoup moins à un problème complexe qui demande du temps, des désaccords et de vraies explications. Beaucoup d’équipes l’oublient et croient gagner du temps simplement en réduisant le créneau sur le calendrier. En réalité, une réunion courte mal construite donne seulement une impression de vitesse. Lorsqu’elle est bien préparée, elle évite pourtant des échanges inutiles et laisse plus d’énergie pour le reste de la journée.",What mistake do teams make?,Quelle erreur font certaines équipes ?,"[""They change participants."", ""They refuse meetings."", ""They think they save time without preparation."", ""They always increase duration.""]","[""Elles changent les participants."", ""Elles refusent de faire des réunions."", ""Elles pensent gagner du temps sans préparation."", ""Elles augmentent toujours la durée.""]",2,600,Medium,Animals Toys House
RCN005_Q1,Reading Comprehension,Compréhension de lecture,B1,fr,en,Automatic reading / Autoplay,Lecture automatique,"Autoplay gives the impression of making viewing easier, but its real effect is more ambiguous than it seems. On a video platform, the next piece of content often starts even before the user has decided whether to continue. This continuity seems pleasant at first because it avoids interruptions and keeps the same rhythm. Yet it quietly shifts the choice: people move from a decision to an almost mechanical habit. This shift is not necessarily serious, but it changes the relationship to time and makes the real duration harder to notice. Some people enjoy this uninterrupted comfort, while others need a visible pause to take control again. The difference depends less on the content than on the sense of control during viewing. Turning this function off does not necessarily make the experience better, but it gives back a moment of choice between two videos. When that moment disappears, the viewer sometimes watches longer than planned.","La lecture automatique donne l’impression de faciliter le visionnage, mais son effet réel est plus ambigu qu’il n’y paraît. Sur une plateforme vidéo, le contenu suivant commence souvent avant même que l’utilisateur ait décidé s’il voulait continuer. Cette continuité semble agréable au début, car elle évite les coupures et garde le même rythme. Pourtant, elle déplace discrètement le choix : on passe d’une décision à une habitude presque mécanique. Ce glissement n’est pas forcément grave, mais il modifie la relation au temps et rend la durée réelle plus difficile à percevoir. Certains apprécient ce confort sans interruption, tandis que d’autres ont besoin d’une pause visible pour reprendre la main. La différence tient moins au contenu qu’au contrôle ressenti pendant le visionnage. Désactiver cette fonction ne rend pas forcément l’expérience meilleure, mais cela redonne un moment de choix entre deux vidéos. Quand ce moment disparaît, le spectateur regarde parfois plus longtemps qu’il ne l’avait prévu.",Why does autoplay seem useful?,Pourquoi la lecture automatique semble-t-elle pratique ?,"[""It shortens videos."", ""It removes ads."", ""It improves video quality."", ""It avoids interruptions between videos.""]","[""Elle réduit la durée des vidéos."", ""Elle supprime les publicités."", ""Elle améliore la qualité des vidéos."", ""Elle évite les coupures entre les vidéos.""]",3,600,Hard,Animals Toys House
RCN005_Q2,Reading Comprehension,Compréhension de lecture,B1,fr,en,Automatic reading / Autoplay,Lecture automatique,"Autoplay gives the impression of making viewing easier, but its real effect is more ambiguous than it seems. On a video platform, the next piece of content often starts even before the user has decided whether to continue. This continuity seems pleasant at first because it avoids interruptions and keeps the same rhythm. Yet it quietly shifts the choice: people move from a decision to an almost mechanical habit. This shift is not necessarily serious, but it changes the relationship to time and makes the real duration harder to notice. Some people enjoy this uninterrupted comfort, while others need a visible pause to take control again. The difference depends less on the content than on the sense of control during viewing. Turning this function off does not necessarily make the experience better, but it gives back a moment of choice between two videos. When that moment disappears, the viewer sometimes watches longer than planned.","La lecture automatique donne l’impression de faciliter le visionnage, mais son effet réel est plus ambigu qu’il n’y paraît. Sur une plateforme vidéo, le contenu suivant commence souvent avant même que l’utilisateur ait décidé s’il voulait continuer. Cette continuité semble agréable au début, car elle évite les coupures et garde le même rythme. Pourtant, elle déplace discrètement le choix : on passe d’une décision à une habitude presque mécanique. Ce glissement n’est pas forcément grave, mais il modifie la relation au temps et rend la durée réelle plus difficile à percevoir. Certains apprécient ce confort sans interruption, tandis que d’autres ont besoin d’une pause visible pour reprendre la main. La différence tient moins au contenu qu’au contrôle ressenti pendant le visionnage. Désactiver cette fonction ne rend pas forcément l’expérience meilleure, mais cela redonne un moment de choix entre deux vidéos. Quand ce moment disparaît, le spectateur regarde parfois plus longtemps qu’il ne l’avait prévu.",What is the real effect?,Quel est l’effet réel de cette fonction ?,"[""It improves memory."", ""It speeds up internet."", ""It reduces user control."", ""It blocks videos.""]","[""Elle améliore la mémoire."", ""Elle accélère la connexion internet."", ""Elle réduit le contrôle de l’utilisateur."", ""Elle bloque certaines vidéos.""]",2,600,Hard,Animals Toys House
RCN005_Q3,Reading Comprehension,Compréhension de lecture,B1,fr,en,Automatic reading / Autoplay,Lecture automatique,"Autoplay gives the impression of making viewing easier, but its real effect is more ambiguous than it seems. On a video platform, the next piece of content often starts even before the user has decided whether to continue. This continuity seems pleasant at first because it avoids interruptions and keeps the same rhythm. Yet it quietly shifts the choice: people move from a decision to an almost mechanical habit. This shift is not necessarily serious, but it changes the relationship to time and makes the real duration harder to notice. Some people enjoy this uninterrupted comfort, while others need a visible pause to take control again. The difference depends less on the content than on the sense of control during viewing. Turning this function off does not necessarily make the experience better, but it gives back a moment of choice between two videos. When that moment disappears, the viewer sometimes watches longer than planned.","La lecture automatique donne l’impression de faciliter le visionnage, mais son effet réel est plus ambigu qu’il n’y paraît. Sur une plateforme vidéo, le contenu suivant commence souvent avant même que l’utilisateur ait décidé s’il voulait continuer. Cette continuité semble agréable au début, car elle évite les coupures et garde le même rythme. Pourtant, elle déplace discrètement le choix : on passe d’une décision à une habitude presque mécanique. Ce glissement n’est pas forcément grave, mais il modifie la relation au temps et rend la durée réelle plus difficile à percevoir. Certains apprécient ce confort sans interruption, tandis que d’autres ont besoin d’une pause visible pour reprendre la main. La différence tient moins au contenu qu’au contrôle ressenti pendant le visionnage. Désactiver cette fonction ne rend pas forcément l’expérience meilleure, mais cela redonne un moment de choix entre deux vidéos. Quand ce moment disparaît, le spectateur regarde parfois plus longtemps qu’il ne l’avait prévu.",What does it change in behavior?,Que change cette fonction dans le comportement ?,"[""It speeds up choices."", ""It turns a decision into a habit."", ""It reduces videos."", ""It prevents long viewing.""]","[""Elle rend le choix plus rapide."", ""Elle transforme une décision en habitude."", ""Elle réduit le nombre de vidéos."", ""Elle empêche de regarder longtemps.""]",1,600,Hard,Animals Toys House
RCN005_Q4,Reading Comprehension,Compréhension de lecture,B1,fr,en,Automatic reading / Autoplay,Lecture automatique,"Autoplay gives the impression of making viewing easier, but its real effect is more ambiguous than it seems. On a video platform, the next piece of content often starts even before the user has decided whether to continue. This continuity seems pleasant at first because it avoids interruptions and keeps the same rhythm. Yet it quietly shifts the choice: people move from a decision to an almost mechanical habit. This shift is not necessarily serious, but it changes the relationship to time and makes the real duration harder to notice. Some people enjoy this uninterrupted comfort, while others need a visible pause to take control again. The difference depends less on the content than on the sense of control during viewing. Turning this function off does not necessarily make the experience better, but it gives back a moment of choice between two videos. When that moment disappears, the viewer sometimes watches longer than planned.","La lecture automatique donne l’impression de faciliter le visionnage, mais son effet réel est plus ambigu qu’il n’y paraît. Sur une plateforme vidéo, le contenu suivant commence souvent avant même que l’utilisateur ait décidé s’il voulait continuer. Cette continuité semble agréable au début, car elle évite les coupures et garde le même rythme. Pourtant, elle déplace discrètement le choix : on passe d’une décision à une habitude presque mécanique. Ce glissement n’est pas forcément grave, mais il modifie la relation au temps et rend la durée réelle plus difficile à percevoir. Certains apprécient ce confort sans interruption, tandis que d’autres ont besoin d’une pause visible pour reprendre la main. La différence tient moins au contenu qu’au contrôle ressenti pendant le visionnage. Désactiver cette fonction ne rend pas forcément l’expérience meilleure, mais cela redonne un moment de choix entre deux vidéos. Quand ce moment disparaît, le spectateur regarde parfois plus longtemps qu’il ne l’avait prévu.",Why do some disable it?,Pourquoi certaines personnes préfèrent désactiver cette fonction ?,"[""They want to regain control."", ""They want fewer videos."", ""They want more ads."", ""They want slower internet.""]","[""Elles veulent retrouver un moment de choix."", ""Elles veulent supprimer les vidéos."", ""Elles veulent voir plus de publicités."", ""Elles veulent ralentir internet.""]",0,600,Hard,Animals Toys House
RCN005_Q5,Reading Comprehension,Compréhension de lecture,B1,fr,en,Automatic reading / Autoplay,Lecture automatique,"Autoplay gives the impression of making viewing easier, but its real effect is more ambiguous than it seems. On a video platform, the next piece of content often starts even before the user has decided whether to continue. This continuity seems pleasant at first because it avoids interruptions and keeps the same rhythm. Yet it quietly shifts the choice: people move from a decision to an almost mechanical habit. This shift is not necessarily serious, but it changes the relationship to time and makes the real duration harder to notice. Some people enjoy this uninterrupted comfort, while others need a visible pause to take control again. The difference depends less on the content than on the sense of control during viewing. Turning this function off does not necessarily make the experience better, but it gives back a moment of choice between two videos. When that moment disappears, the viewer sometimes watches longer than planned.","La lecture automatique donne l’impression de faciliter le visionnage, mais son effet réel est plus ambigu qu’il n’y paraît. Sur une plateforme vidéo, le contenu suivant commence souvent avant même que l’utilisateur ait décidé s’il voulait continuer. Cette continuité semble agréable au début, car elle évite les coupures et garde le même rythme. Pourtant, elle déplace discrètement le choix : on passe d’une décision à une habitude presque mécanique. Ce glissement n’est pas forcément grave, mais il modifie la relation au temps et rend la durée réelle plus difficile à percevoir. Certains apprécient ce confort sans interruption, tandis que d’autres ont besoin d’une pause visible pour reprendre la main. La différence tient moins au contenu qu’au contrôle ressenti pendant le visionnage. Désactiver cette fonction ne rend pas forcément l’expérience meilleure, mais cela redonne un moment de choix entre deux vidéos. Quand ce moment disparaît, le spectateur regarde parfois plus longtemps qu’il ne l’avait prévu.",What can happen without pauses?,Que peut-il arriver sans pause entre les vidéos ?,"[""The viewer changes platform."", ""The viewer forgets the video."", ""The viewer stops immediately."", ""The viewer watches longer than expected.""]","[""Le spectateur change de plateforme."", ""Le spectateur oublie la vidéo."", ""Le spectateur arrête immédiatement."", ""Le spectateur regarde plus longtemps que prévu.""]",3,600,Hard,Animals Toys House
RCN006_Q1,Reading Comprehension,Compréhension de lecture,B1,fr,en,Validation terminal / Ticket validation machine,Borne de validation,"The validation machine may seem like only a detail at the entrance to a bus or station, yet it plays an essential role in the journey. When the ticket or card is correctly passed in front of the device, the traveler knows that the pass has been registered and can continue more calmly. Many users become so used to this action that they no longer think about it, but this habit later avoids unnecessary discussions during inspections. The system can sometimes seem strict, especially for visitors who do not yet know the local network. However, the difficulty comes less from the machine itself than from the lack of explanations around it. Visible signs or a simple message are often enough to make the procedure clearer. Without this step, a ticket may seem valid while still remaining incomplete in the system. Correct validation does not make transport faster, but it avoids a problem that is easy to prevent.","La borne de validation semble n’être qu’un détail à l’entrée d’un bus ou d’une station, pourtant elle joue un rôle essentiel dans le trajet. Quand le billet ou la carte passe correctement devant l’appareil, le voyageur sait que son titre est pris en compte et qu’il peut continuer plus sereinement. Beaucoup d’usagers s’habituent à ce geste au point de ne plus y penser, mais cette habitude évite ensuite des discussions inutiles pendant les contrôles. Le système paraît parfois strict, surtout pour les visiteurs qui ne connaissent pas encore le réseau local. Cependant, la difficulté vient moins de la borne elle-même que du manque d’explications autour d’elle. Des panneaux visibles ou un message simple suffisent souvent à rendre la procédure plus claire. Sans cette étape, un billet peut sembler valable tout en restant incomplet dans le système. Une validation correcte ne rend pas le transport plus rapide, mais elle évite un problème facile à prévenir.",Why does a crowded waiting room create stress?,Pourquoi une salle d’attente chargée crée-t-elle du stress ?,"[""Patients speak too loudly."", ""Seats are uncomfortable."", ""People don’t know how long they will wait."", ""Doctors are absent.""]","[""Les patients parlent trop fort."", ""Les sièges sont inconfortables."", ""Les personnes ne savent pas combien de temps elles vont attendre."", ""Les médecins sont absents.""]",2,600,Easy,Animals Toys House
