ExerciseID,Instruction_EN,Instruction_FR,Level,title_en,title_fr,passage_en,passage_fr,question_en,question_fr,question_number,correct_answer_en,correct_answer_fr,acceptable_answer_texts,timeLimitSeconds,minHighlightChars,maxHighlightChars,caseSensitive
HTS004_Q2,Drag to select text in the passage,Surlignez la phrase,B1,Short meeting,Réunion courte,"A short meeting seems easy to organize, but it rarely works without preparation. When participants arrive with a common goal and a few details already clear, the exchange moves quickly and the final decision appears more easily. By contrast, a meeting announced as brief can drag on if everyone adds a secondary topic at the last moment. So it is not the length alone that makes it effective. This format is especially suitable for reviewing progress, confirming a priority, or unlocking a small difficulty. It is much less suitable for a complex problem that requires time, disagreement, and real explanation. Many teams forget this and think they are saving time simply by reducing the slot on the calendar. In reality, a badly built short meeting only gives an impression of speed. When it is well prepared, however, it avoids unnecessary exchanges and leaves more energy for the rest of the day.","Une réunion courte semble simple à organiser, mais elle réussit rarement sans préparation. Quand les participants arrivent avec un objectif commun et quelques informations déjà claires, l’échange avance vite et la décision finale apparaît plus facilement. À l’inverse, une réunion annoncée comme brève peut s’étirer si chacun ajoute un sujet secondaire au dernier moment. Ce n’est donc pas la durée seule qui la rend efficace. Ce format convient surtout pour faire le point, confirmer une priorité ou débloquer une petite difficulté. Il convient beaucoup moins à un problème complexe qui demande du temps, des désaccords et de vraies explications. Beaucoup d’équipes l’oublient et croient gagner du temps simplement en réduisant le créneau sur le calendrier. En réalité, une réunion courte mal construite donne seulement une impression de vitesse. Lorsqu’elle est bien préparée, elle évite pourtant des échanges inutiles et laisse plus d’énergie pour le reste de la journée.",Which wording makes it clear that shortness alone is not enough?,Quelle formulation fait comprendre que la brièveté n’est pas suffisante à elle seule ?,2,So it is not the length alone that makes it effective.,Ce n’est donc pas la durée seule qui la rend efficace.,20,360,120,160,FALSE
HTS004_Q3,Drag to select text in the passage,Surlignez la phrase,B1,Short meeting,Réunion courte,"A short meeting seems easy to organize, but it rarely works without preparation. When participants arrive with a common goal and a few details already clear, the exchange moves quickly and the final decision appears more easily. By contrast, a meeting announced as brief can drag on if everyone adds a secondary topic at the last moment. So it is not the length alone that makes it effective. This format is especially suitable for reviewing progress, confirming a priority, or unlocking a small difficulty. It is much less suitable for a complex problem that requires time, disagreement, and real explanation. Many teams forget this and think they are saving time simply by reducing the slot on the calendar. In reality, a badly built short meeting only gives an impression of speed. When it is well prepared, however, it avoids unnecessary exchanges and leaves more energy for the rest of the day.","Une réunion courte semble simple à organiser, mais elle réussit rarement sans préparation. Quand les participants arrivent avec un objectif commun et quelques informations déjà claires, l’échange avance vite et la décision finale apparaît plus facilement. À l’inverse, une réunion annoncée comme brève peut s’étirer si chacun ajoute un sujet secondaire au dernier moment. Ce n’est donc pas la durée seule qui la rend efficace. Ce format convient surtout pour faire le point, confirmer une priorité ou débloquer une petite difficulté. Il convient beaucoup moins à un problème complexe qui demande du temps, des désaccords et de vraies explications. Beaucoup d’équipes l’oublient et croient gagner du temps simplement en réduisant le créneau sur le calendrier. En réalité, une réunion courte mal construite donne seulement une impression de vitesse. Lorsqu’elle est bien préparée, elle évite pourtant des échanges inutiles et laisse plus d’énergie pour le reste de la journée.","In the passage, what shows a positive effect on the rest of the day?","Dans le passage, qu’est-ce qui montre un effet positif sur le reste de la journée ?",3,more energy,plus d’énergie,20,360,120,160,FALSE
HTS005_Q1,Drag to select text in the passage,Surlignez la phrase,B1,Automatic reading / Autoplay,Lecture automatique,"Autoplay gives the impression of making viewing easier, but its real effect is more ambiguous than it seems. On a video platform, the next piece of content often starts even before the user has decided whether to continue. This continuity seems pleasant at first because it avoids interruptions and keeps the same rhythm. Yet it quietly shifts the choice: people move from a decision to an almost mechanical habit. This shift is not necessarily serious, but it changes the relationship to time and makes the real duration harder to notice. Some people enjoy this uninterrupted comfort, while others need a visible pause to take control again. The difference depends less on the content than on the sense of control during viewing. Turning this function off does not necessarily make the experience better, but it gives back a moment of choice between two videos. When that moment disappears, the viewer sometimes watches longer than planned.","La lecture automatique donne l’impression de faciliter le visionnage, mais son effet réel est plus ambigu qu’il n’y paraît. Sur une plateforme vidéo, le contenu suivant commence souvent avant même que l’utilisateur ait décidé s’il voulait continuer. Cette continuité semble agréable au début, car elle évite les coupures et garde le même rythme. Pourtant, elle déplace discrètement le choix : on passe d’une décision à une habitude presque mécanique. Ce glissement n’est pas forcément grave, mais il modifie la relation au temps et rend la durée réelle plus difficile à percevoir. Certains apprécient ce confort sans interruption, tandis que d’autres ont besoin d’une pause visible pour reprendre la main. La différence tient moins au contenu qu’au contrôle ressenti pendant le visionnage. Désactiver cette fonction ne rend pas forcément l’expérience meilleure, mais cela redonne un moment de choix entre deux vidéos. Quand ce moment disparaît, le spectateur regarde parfois plus longtemps qu’il ne l’avait prévu.","According to the text, what does the platform often start before the user has even decided?","Selon le texte, que lance souvent la plateforme avant même la décision de l’utilisateur ?",1,the next piece of content,le contenu suivant,20,360,120,160,FALSE
HTS005_Q2,Drag to select text in the passage,Surlignez la phrase,B1,Automatic reading / Autoplay,Lecture automatique,"Autoplay gives the impression of making viewing easier, but its real effect is more ambiguous than it seems. On a video platform, the next piece of content often starts even before the user has decided whether to continue. This continuity seems pleasant at first because it avoids interruptions and keeps the same rhythm. Yet it quietly shifts the choice: people move from a decision to an almost mechanical habit. This shift is not necessarily serious, but it changes the relationship to time and makes the real duration harder to notice. Some people enjoy this uninterrupted comfort, while others need a visible pause to take control again. The difference depends less on the content than on the sense of control during viewing. Turning this function off does not necessarily make the experience better, but it gives back a moment of choice between two videos. When that moment disappears, the viewer sometimes watches longer than planned.","La lecture automatique donne l’impression de faciliter le visionnage, mais son effet réel est plus ambigu qu’il n’y paraît. Sur une plateforme vidéo, le contenu suivant commence souvent avant même que l’utilisateur ait décidé s’il voulait continuer. Cette continuité semble agréable au début, car elle évite les coupures et garde le même rythme. Pourtant, elle déplace discrètement le choix : on passe d’une décision à une habitude presque mécanique. Ce glissement n’est pas forcément grave, mais il modifie la relation au temps et rend la durée réelle plus difficile à percevoir. Certains apprécient ce confort sans interruption, tandis que d’autres ont besoin d’une pause visible pour reprendre la main. La différence tient moins au contenu qu’au contrôle ressenti pendant le visionnage. Désactiver cette fonction ne rend pas forcément l’expérience meilleure, mais cela redonne un moment de choix entre deux vidéos. Quand ce moment disparaît, le spectateur regarde parfois plus longtemps qu’il ne l’avait prévu.",Which wording suggests a discreet change in the way choices are made?,Quelle formulation suggère un changement discret dans la manière de choisir ?,2,people move from a decision to an almost mechanical habit,on passe d’une décision à une habitude presque mécanique,20,360,120,160,FALSE
HTS005_Q3,Drag to select text in the passage,Surlignez la phrase,B1,Automatic reading / Autoplay,Lecture automatique,"Autoplay gives the impression of making viewing easier, but its real effect is more ambiguous than it seems. On a video platform, the next piece of content often starts even before the user has decided whether to continue. This continuity seems pleasant at first because it avoids interruptions and keeps the same rhythm. Yet it quietly shifts the choice: people move from a decision to an almost mechanical habit. This shift is not necessarily serious, but it changes the relationship to time and makes the real duration harder to notice. Some people enjoy this uninterrupted comfort, while others need a visible pause to take control again. The difference depends less on the content than on the sense of control during viewing. Turning this function off does not necessarily make the experience better, but it gives back a moment of choice between two videos. When that moment disappears, the viewer sometimes watches longer than planned.","La lecture automatique donne l’impression de faciliter le visionnage, mais son effet réel est plus ambigu qu’il n’y paraît. Sur une plateforme vidéo, le contenu suivant commence souvent avant même que l’utilisateur ait décidé s’il voulait continuer. Cette continuité semble agréable au début, car elle évite les coupures et garde le même rythme. Pourtant, elle déplace discrètement le choix : on passe d’une décision à une habitude presque mécanique. Ce glissement n’est pas forcément grave, mais il modifie la relation au temps et rend la durée réelle plus difficile à percevoir. Certains apprécient ce confort sans interruption, tandis que d’autres ont besoin d’une pause visible pour reprendre la main. La différence tient moins au contenu qu’au contrôle ressenti pendant le visionnage. Désactiver cette fonction ne rend pas forcément l’expérience meilleure, mais cela redonne un moment de choix entre deux vidéos. Quand ce moment disparaît, le spectateur regarde parfois plus longtemps qu’il ne l’avait prévu.","In the passage, what suggests a consequence for viewing length?","Dans le passage, qu’est-ce qui laisse comprendre une conséquence sur la durée de visionnage ?",3,longer than planned,plus longtemps qu’il ne l’avait prévu,20,360,120,160,FALSE
HTS006_Q1,Drag to select text in the passage,Surlignez la phrase,B1,Validation terminal / Ticket validation machine,Borne de validation,"The validation machine may seem like only a detail at the entrance to a bus or station, yet it plays an essential role in the journey. When the ticket or card is correctly passed in front of the device, the traveler knows that the pass has been registered and can continue more calmly. Many users become so used to this action that they no longer think about it, but this habit later avoids unnecessary discussions during inspections. The system can sometimes seem strict, especially for visitors who do not yet know the local network. However, the difficulty comes less from the machine itself than from the lack of explanations around it. Visible signs or a simple message are often enough to make the procedure clearer. Without this step, a ticket may seem valid while still remaining incomplete in the system. Correct validation does not make transport faster, but it avoids a problem that is easy to prevent.","La borne de validation semble n’être qu’un détail à l’entrée d’un bus ou d’une station, pourtant elle joue un rôle essentiel dans le trajet. Quand le billet ou la carte passe correctement devant l’appareil, le voyageur sait que son titre est pris en compte et qu’il peut continuer plus sereinement. Beaucoup d’usagers s’habituent à ce geste au point de ne plus y penser, mais cette habitude évite ensuite des discussions inutiles pendant les contrôles. Le système paraît parfois strict, surtout pour les visiteurs qui ne connaissent pas encore le réseau local. Cependant, la difficulté vient moins de la borne elle-même que du manque d’explications autour d’elle. Des panneaux visibles ou un message simple suffisent souvent à rendre la procédure plus claire. Sans cette étape, un billet peut sembler valable tout en restant incomplet dans le système. Une validation correcte ne rend pas le transport plus rapide, mais elle évite un problème facile à prévenir.","According to the text, what does the traveler know when the ticket passes correctly?","Selon le texte, qu’est-ce que sait le voyageur quand le billet passe correctement ?",1,that the pass has been registered,que son titre est pris en compte,20,360,120,160,FALSE
HTS006_Q2,Drag to select text in the passage,Surlignez la phrase,B1,Validation terminal / Ticket validation machine,Borne de validation,"The validation machine may seem like only a detail at the entrance to a bus or station, yet it plays an essential role in the journey. When the ticket or card is correctly passed in front of the device, the traveler knows that the pass has been registered and can continue more calmly. Many users become so used to this action that they no longer think about it, but this habit later avoids unnecessary discussions during inspections. The system can sometimes seem strict, especially for visitors who do not yet know the local network. However, the difficulty comes less from the machine itself than from the lack of explanations around it. Visible signs or a simple message are often enough to make the procedure clearer. Without this step, a ticket may seem valid while still remaining incomplete in the system. Correct validation does not make transport faster, but it avoids a problem that is easy to prevent.","La borne de validation semble n’être qu’un détail à l’entrée d’un bus ou d’une station, pourtant elle joue un rôle essentiel dans le trajet. Quand le billet ou la carte passe correctement devant l’appareil, le voyageur sait que son titre est pris en compte et qu’il peut continuer plus sereinement. Beaucoup d’usagers s’habituent à ce geste au point de ne plus y penser, mais cette habitude évite ensuite des discussions inutiles pendant les contrôles. Le système paraît parfois strict, surtout pour les visiteurs qui ne connaissent pas encore le réseau local. Cependant, la difficulté vient moins de la borne elle-même que du manque d’explications autour d’elle. Des panneaux visibles ou un message simple suffisent souvent à rendre la procédure plus claire. Sans cette étape, un billet peut sembler valable tout en restant incomplet dans le système. Une validation correcte ne rend pas le transport plus rapide, mais elle évite un problème facile à prévenir.",Which idea in the passage makes it clear that the difficulty mainly comes from the surroundings?,Quelle idée du passage fait comprendre que la difficulté vient surtout de l’environnement ?,2,the lack of explanations,le manque d’explications,20,360,120,160,FALSE
HTS006_Q3,Drag to select text in the passage,Surlignez la phrase,B1,Validation terminal / Ticket validation machine,Borne de validation,"The validation machine may seem like only a detail at the entrance to a bus or station, yet it plays an essential role in the journey. When the ticket or card is correctly passed in front of the device, the traveler knows that the pass has been registered and can continue more calmly. Many users become so used to this action that they no longer think about it, but this habit later avoids unnecessary discussions during inspections. The system can sometimes seem strict, especially for visitors who do not yet know the local network. However, the difficulty comes less from the machine itself than from the lack of explanations around it. Visible signs or a simple message are often enough to make the procedure clearer. Without this step, a ticket may seem valid while still remaining incomplete in the system. Correct validation does not make transport faster, but it avoids a problem that is easy to prevent.","La borne de validation semble n’être qu’un détail à l’entrée d’un bus ou d’une station, pourtant elle joue un rôle essentiel dans le trajet. Quand le billet ou la carte passe correctement devant l’appareil, le voyageur sait que son titre est pris en compte et qu’il peut continuer plus sereinement. Beaucoup d’usagers s’habituent à ce geste au point de ne plus y penser, mais cette habitude évite ensuite des discussions inutiles pendant les contrôles. Le système paraît parfois strict, surtout pour les visiteurs qui ne connaissent pas encore le réseau local. Cependant, la difficulté vient moins de la borne elle-même que du manque d’explications autour d’elle. Des panneaux visibles ou un message simple suffisent souvent à rendre la procédure plus claire. Sans cette étape, un billet peut sembler valable tout en restant incomplet dans le système. Une validation correcte ne rend pas le transport plus rapide, mais elle évite un problème facile à prévenir.",What element shows the practical usefulness of this habit during inspections?,Quel élément montre l’utilité concrète de cette habitude pendant les contrôles ?,3,unnecessary discussions,des discussions inutiles,20,360,120,160,FALSE
HTS007_Q1,Drag to select text in the passage,Surlignez la phrase,B1,Busy waiting room,Salle d’attente chargée,"A crowded waiting room often creates more tension than a long consultation. The problem does not come only from the number of patients, but from the uncertainty that settles in when nobody knows how long the wait will last. A few visible details about the delay or the order of passage nevertheless change the situation a great deal. Even if the delay stays the same, people cope better with time they understand. This difference may seem small, but it influences the atmosphere of the whole room. In a medical place, this detail matters even more, because several patients already arrive tired, worried, or in pain. A wait with no reference point then ends up discouraging or irritating people more quickly than one might imagine. A calm reception and a few simple explanations do not really shorten the delay, but they often prevent it from seeming unfair or completely disordered.","Une salle d’attente chargée produit souvent plus de tension qu’une longue consultation. Le problème ne vient pas uniquement du nombre de patients, mais de l’incertitude qui s’installe quand personne ne sait combien de temps l’attente va durer. Quelques informations visibles sur le retard ou sur l’ordre de passage changent pourtant beaucoup la situation. Même si le délai reste le même, les personnes supportent mieux un temps qu’elles comprennent. Cette différence paraît minime, mais elle influence l’ambiance de toute la pièce. Dans un lieu médical, ce détail compte davantage, car plusieurs patients arrivent déjà fatigués, inquiets ou douloureux. Une attente sans repère finit alors par décourager ou irriter plus vite qu’on ne l’imagine. Un accueil calme et quelques explications simples ne raccourcissent pas vraiment le délai, mais ils empêchent souvent qu’il paraisse injuste ou totalement désordonné.","According to the text, what changes the situation a lot in a crowded waiting room?","Selon le texte, qu’est-ce qui change beaucoup la situation dans une salle d’attente chargée ?",1,a few visible details,quelques informations visibles,20,360,120,160,FALSE
HTS007_Q2,Drag to select text in the passage,Surlignez la phrase,B1,Busy waiting room,Salle d’attente chargée,"A crowded waiting room often creates more tension than a long consultation. The problem does not come only from the number of patients, but from the uncertainty that settles in when nobody knows how long the wait will last. A few visible details about the delay or the order of passage nevertheless change the situation a great deal. Even if the delay stays the same, people cope better with time they understand. This difference may seem small, but it influences the atmosphere of the whole room. In a medical place, this detail matters even more, because several patients already arrive tired, worried, or in pain. A wait with no reference point then ends up discouraging or irritating people more quickly than one might imagine. A calm reception and a few simple explanations do not really shorten the delay, but they often prevent it from seeming unfair or completely disordered.","Une salle d’attente chargée produit souvent plus de tension qu’une longue consultation. Le problème ne vient pas uniquement du nombre de patients, mais de l’incertitude qui s’installe quand personne ne sait combien de temps l’attente va durer. Quelques informations visibles sur le retard ou sur l’ordre de passage changent pourtant beaucoup la situation. Même si le délai reste le même, les personnes supportent mieux un temps qu’elles comprennent. Cette différence paraît minime, mais elle influence l’ambiance de toute la pièce. Dans un lieu médical, ce détail compte davantage, car plusieurs patients arrivent déjà fatigués, inquiets ou douloureux. Une attente sans repère finit alors par décourager ou irriter plus vite qu’on ne l’imagine. Un accueil calme et quelques explications simples ne raccourcissent pas vraiment le délai, mais ils empêchent souvent qu’il paraisse injuste ou totalement désordonné.",Which wording suggests a negative emotional reaction linked to waiting?,Quelle formulation suggère un ressenti émotionnel négatif lié à l’attente ?,2,discourage or irritate,décourager ou irriter,20,360,120,160,FALSE
HTS007_Q3,Drag to select text in the passage,Surlignez la phrase,B1,Busy waiting room,Salle d’attente chargée,"A crowded waiting room often creates more tension than a long consultation. The problem does not come only from the number of patients, but from the uncertainty that settles in when nobody knows how long the wait will last. A few visible details about the delay or the order of passage nevertheless change the situation a great deal. Even if the delay stays the same, people cope better with time they understand. This difference may seem small, but it influences the atmosphere of the whole room. In a medical place, this detail matters even more, because several patients already arrive tired, worried, or in pain. A wait with no reference point then ends up discouraging or irritating people more quickly than one might imagine. A calm reception and a few simple explanations do not really shorten the delay, but they often prevent it from seeming unfair or completely disordered.","Une salle d’attente chargée produit souvent plus de tension qu’une longue consultation. Le problème ne vient pas uniquement du nombre de patients, mais de l’incertitude qui s’installe quand personne ne sait combien de temps l’attente va durer. Quelques informations visibles sur le retard ou sur l’ordre de passage changent pourtant beaucoup la situation. Même si le délai reste le même, les personnes supportent mieux un temps qu’elles comprennent. Cette différence paraît minime, mais elle influence l’ambiance de toute la pièce. Dans un lieu médical, ce détail compte davantage, car plusieurs patients arrivent déjà fatigués, inquiets ou douloureux. Une attente sans repère finit alors par décourager ou irriter plus vite qu’on ne l’imagine. Un accueil calme et quelques explications simples ne raccourcissent pas vraiment le délai, mais ils empêchent souvent qu’il paraisse injuste ou totalement désordonné.",Which part suggests why this detail matters even more in a medical place?,Quel passage laisse comprendre pourquoi ce détail compte davantage dans un lieu médical ?,3,"tired, worried, or in pain","fatigués, inquiets ou douloureux",20,360,120,160,FALSE
HTS008_Q1,Drag to select text in the passage,Surlignez la phrase,B1,Cabin baggage / Carry-on luggage,Bagage cabine,"Cabin baggage seems to offer total freedom, but that promise holds only if the constraints are well understood. Many travelers choose this option to avoid waiting at the carousel and to keep their belongings near them during the journey. This advantage is real, especially on a short stay or when a connection leaves little time. However, even a small difference in size or weight can turn this practical choice into a source of stress at boarding. That is where the difference appears between traveling light and traveling prepared. A bag that is not bulky is not always enough; people also need to know the airline’s exact rules. Without that check, cabin baggage sometimes becomes more restrictive than checked luggage. Preparing this bag methodically therefore avoids much more than a simple extra charge. It also makes it possible to move from an improvised trip to a more controlled journey.","Le bagage cabine semble offrir une liberté totale, mais cette promesse tient seulement si l’on comprend bien les contraintes. Beaucoup de voyageurs choisissent cette option pour éviter l’attente au tapis et garder leurs affaires près d’eux pendant le trajet. Cet avantage est réel, surtout lors d’un court séjour ou quand une correspondance laisse peu de temps. Cependant, le moindre écart sur les dimensions ou sur le poids peut transformer ce choix pratique en source de stress à l’embarquement. C’est là que l’on voit la différence entre voyager léger et voyager préparé. Un sac peu encombrant ne suffit pas toujours ; il faut aussi connaître les règles exactes de la compagnie. Sans cette vérification, le bagage cabine devient parfois plus contraignant qu’une valise en soute. Préparer ce sac avec méthode évite donc bien plus qu’un simple supplément. Cela permet aussi de passer d’un voyage improvisé à un trajet mieux maîtrisé.","According to the text, why do many travelers choose cabin baggage?","Selon le texte, pourquoi beaucoup de voyageurs choisissent-ils le bagage cabine ?",1,avoid waiting at the carousel,éviter l’attente au tapis,20,360,120,160,FALSE
HTS008_Q2,Drag to select text in the passage,Surlignez la phrase,B1,Cabin baggage / Carry-on luggage,Bagage cabine,"Cabin baggage seems to offer total freedom, but that promise holds only if the constraints are well understood. Many travelers choose this option to avoid waiting at the carousel and to keep their belongings near them during the journey. This advantage is real, especially on a short stay or when a connection leaves little time. However, even a small difference in size or weight can turn this practical choice into a source of stress at boarding. That is where the difference appears between traveling light and traveling prepared. A bag that is not bulky is not always enough; people also need to know the airline’s exact rules. Without that check, cabin baggage sometimes becomes more restrictive than checked luggage. Preparing this bag methodically therefore avoids much more than a simple extra charge. It also makes it possible to move from an improvised trip to a more controlled journey.","Le bagage cabine semble offrir une liberté totale, mais cette promesse tient seulement si l’on comprend bien les contraintes. Beaucoup de voyageurs choisissent cette option pour éviter l’attente au tapis et garder leurs affaires près d’eux pendant le trajet. Cet avantage est réel, surtout lors d’un court séjour ou quand une correspondance laisse peu de temps. Cependant, le moindre écart sur les dimensions ou sur le poids peut transformer ce choix pratique en source de stress à l’embarquement. C’est là que l’on voit la différence entre voyager léger et voyager préparé. Un sac peu encombrant ne suffit pas toujours ; il faut aussi connaître les règles exactes de la compagnie. Sans cette vérification, le bagage cabine devient parfois plus contraignant qu’une valise en soute. Préparer ce sac avec méthode évite donc bien plus qu’un simple supplément. Cela permet aussi de passer d’un voyage improvisé à un trajet mieux maîtrisé.",Which sentence makes it clear that preparation matters more than the bag’s simple size?,Quelle phrase fait comprendre que la préparation compte plus que la simple taille du sac ?,2,A bag that is not bulky is not always enough; people also need to know the airline’s exact rules.,Un sac peu encombrant ne suffit pas toujours ; il faut aussi connaître les règles exactes de la compagnie.,20,360,120,160,FALSE
HTS008_Q3,Drag to select text in the passage,Surlignez la phrase,B1,Cabin baggage / Carry-on luggage,Bagage cabine,"Cabin baggage seems to offer total freedom, but that promise holds only if the constraints are well understood. Many travelers choose this option to avoid waiting at the carousel and to keep their belongings near them during the journey. This advantage is real, especially on a short stay or when a connection leaves little time. However, even a small difference in size or weight can turn this practical choice into a source of stress at boarding. That is where the difference appears between traveling light and traveling prepared. A bag that is not bulky is not always enough; people also need to know the airline’s exact rules. Without that check, cabin baggage sometimes becomes more restrictive than checked luggage. Preparing this bag methodically therefore avoids much more than a simple extra charge. It also makes it possible to move from an improvised trip to a more controlled journey.","Le bagage cabine semble offrir une liberté totale, mais cette promesse tient seulement si l’on comprend bien les contraintes. Beaucoup de voyageurs choisissent cette option pour éviter l’attente au tapis et garder leurs affaires près d’eux pendant le trajet. Cet avantage est réel, surtout lors d’un court séjour ou quand une correspondance laisse peu de temps. Cependant, le moindre écart sur les dimensions ou sur le poids peut transformer ce choix pratique en source de stress à l’embarquement. C’est là que l’on voit la différence entre voyager léger et voyager préparé. Un sac peu encombrant ne suffit pas toujours ; il faut aussi connaître les règles exactes de la compagnie. Sans cette vérification, le bagage cabine devient parfois plus contraignant qu’une valise en soute. Préparer ce sac avec méthode évite donc bien plus qu’un simple supplément. Cela permet aussi de passer d’un voyage improvisé à un trajet mieux maîtrisé.","In the passage, what positive change appears at the end?","Dans le passage, quel changement positif apparaît à la fin ?",3,from an improvised trip to a more controlled journey,d’un voyage improvisé à un trajet mieux maîtrisé,20,360,120,160,FALSE
HTS009_Q1,Drag to select text in the passage,Surlignez la phrase,B1,Online review,Avis en ligne,"Online reviews often give an impression of transparency, but that impression needs to be handled with caution. Many readers first look at the overall rating and then make a quick decision without really analyzing the content. This habit simplifies the choice, but it can also hide important nuances between several very different experiences. A precise comment, even a moderately positive one, sometimes sheds more light on reality than a series of extreme messages. So the problem is not the existence of reviews, but the way they are interpreted. Some reflect a particular moment, others describe a more stable trend, and the difference between the two is not always visible at first glance. Reading several recent reviews, noticing recurring details, and spotting comments that are too vague makes it possible to judge with more distance. Reviews do not replace direct experience, but they become useful when they are read as clues rather than final verdicts.","Les avis en ligne donnent souvent une impression de transparence, mais cette impression doit être traitée avec prudence. Beaucoup de lecteurs regardent d’abord la note générale, puis prennent une décision rapide sans vraiment analyser le contenu. Cette habitude simplifie le choix, mais elle peut aussi masquer des nuances importantes entre plusieurs expériences très différentes. Un commentaire précis, même modérément positif, éclaire parfois mieux la réalité qu’une série de messages extrêmes. Le problème n’est donc pas l’existence des avis, mais la manière de les interpréter. Certains reflètent un moment particulier, d’autres décrivent une tendance plus stable, et la différence entre les deux n’est pas toujours visible au premier regard. Lire plusieurs avis récents, observer les détails récurrents et repérer les critiques trop vagues permet de juger avec plus de recul. Les avis ne remplacent pas l’expérience directe, mais ils deviennent utiles quand on les lit comme des indices plutôt que comme des verdicts définitifs.","According to the text, what do many readers look at first?","Selon le texte, que regardent d’abord beaucoup de lecteurs ?",1,the overall rating,la note générale,20,360,120,160,FALSE
HTS009_Q2,Drag to select text in the passage,Surlignez la phrase,B1,Online review,Avis en ligne,"Online reviews often give an impression of transparency, but that impression needs to be handled with caution. Many readers first look at the overall rating and then make a quick decision without really analyzing the content. This habit simplifies the choice, but it can also hide important nuances between several very different experiences. A precise comment, even a moderately positive one, sometimes sheds more light on reality than a series of extreme messages. So the problem is not the existence of reviews, but the way they are interpreted. Some reflect a particular moment, others describe a more stable trend, and the difference between the two is not always visible at first glance. Reading several recent reviews, noticing recurring details, and spotting comments that are too vague makes it possible to judge with more distance. Reviews do not replace direct experience, but they become useful when they are read as clues rather than final verdicts.","Les avis en ligne donnent souvent une impression de transparence, mais cette impression doit être traitée avec prudence. Beaucoup de lecteurs regardent d’abord la note générale, puis prennent une décision rapide sans vraiment analyser le contenu. Cette habitude simplifie le choix, mais elle peut aussi masquer des nuances importantes entre plusieurs expériences très différentes. Un commentaire précis, même modérément positif, éclaire parfois mieux la réalité qu’une série de messages extrêmes. Le problème n’est donc pas l’existence des avis, mais la manière de les interpréter. Certains reflètent un moment particulier, d’autres décrivent une tendance plus stable, et la différence entre les deux n’est pas toujours visible au premier regard. Lire plusieurs avis récents, observer les détails récurrents et repérer les critiques trop vagues permet de juger avec plus de recul. Les avis ne remplacent pas l’expérience directe, mais ils deviennent utiles quand on les lit comme des indices plutôt que comme des verdicts définitifs.",Which wording shows that the difficulty mainly comes from the way reviews are read?,Quelle formulation montre que la difficulté vient surtout de la manière de lire les avis ?,2,the way they are interpreted,la manière de les interpréter,20,360,120,160,FALSE
HTS009_Q3,Drag to select text in the passage,Surlignez la phrase,B1,Online review,Avis en ligne,"Online reviews often give an impression of transparency, but that impression needs to be handled with caution. Many readers first look at the overall rating and then make a quick decision without really analyzing the content. This habit simplifies the choice, but it can also hide important nuances between several very different experiences. A precise comment, even a moderately positive one, sometimes sheds more light on reality than a series of extreme messages. So the problem is not the existence of reviews, but the way they are interpreted. Some reflect a particular moment, others describe a more stable trend, and the difference between the two is not always visible at first glance. Reading several recent reviews, noticing recurring details, and spotting comments that are too vague makes it possible to judge with more distance. Reviews do not replace direct experience, but they become useful when they are read as clues rather than final verdicts.","Les avis en ligne donnent souvent une impression de transparence, mais cette impression doit être traitée avec prudence. Beaucoup de lecteurs regardent d’abord la note générale, puis prennent une décision rapide sans vraiment analyser le contenu. Cette habitude simplifie le choix, mais elle peut aussi masquer des nuances importantes entre plusieurs expériences très différentes. Un commentaire précis, même modérément positif, éclaire parfois mieux la réalité qu’une série de messages extrêmes. Le problème n’est donc pas l’existence des avis, mais la manière de les interpréter. Certains reflètent un moment particulier, d’autres décrivent une tendance plus stable, et la différence entre les deux n’est pas toujours visible au premier regard. Lire plusieurs avis récents, observer les détails récurrents et repérer les critiques trop vagues permet de juger avec plus de recul. Les avis ne remplacent pas l’expérience directe, mais ils deviennent utiles quand on les lit comme des indices plutôt que comme des verdicts définitifs.",Which part suggests a more careful way to use reviews?,Quel passage suggère une manière plus prudente de se servir des avis ?,3,as clues,comme des indices,20,360,120,160,FALSE
